rid,fid,lid_1,graph_1,ori_graph_1,lid_2,graph_2,ori_graph_2,cat_1,ori_cat_1,cat_2,ori_cat_2,ori_cple,type_cstr_1,cstr_1,ori_cstr_1,type_cstr_2,cstr_2,ori_cstr_2,complexite,ori_complexite,orientation,ori_orientation,semty_1,ori_semty_1,semty_2,ori_semty_2,sous_semty_1,sous_semty_2,ori_sous_semty_1,ori_sous_semty_2,semtyrss_1,semtyrss_2,ori_semtyrss_1,ori_semtyrss_2,rel_sem_n_1,rel_sem_n_2,ori_relsem,def_conc,ori_def_conc,def_abs,ori_def_abs,commentaires,phon_aff_1,phon_aff_2,phon_stem_1,phon_stem_2,similarity,generalization_1,generalization_2,sim_phon_1,sim_phon_2,comparison,variation_type,generalization_1_mod,generalization_2_mod,sim_phon_1_mod,sim_phon_2_mod,labels_1,labels_2,cstr_1_mod,cstr_2_mod,phon_aff_1_mod,phon_aff_2_mod,orientation_mod
r110350,f115212,l180579,d?composer,derif,l158293,composer,derif,V,derif,V,derif,derif,pre,d?1X,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,de.,,k??p?z;k??p?z;k??p?z;k??p?z;k??p?z;k??p?z;k??p?z;k??p?z;k??p?ze;k??p?z?;k??p?za;k??p?ze,k??poz;k??poz;k??poz;k??poz;k??poz;k??poz;k??poz;k??poz;k??poze;k??poz?;k??poza;k??poze,"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8571428571428571, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7142857142857143, 0.8571428571428571, 0.7142857142857143, 0.7142857142857143, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571, 0.7142857142857143, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8571428571428571, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571]",X?Ye,XoY,k??p?ze,k??poz,  k;  ?;  ?;  p;- ?;+ o;  z;- e,? neutraliser,X,X,k??poz,k??poz,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,d?1X,X,de.,,des2as
r114098,f115212,l180579,d?composer,derif,l158293,composer,derif,V,derif,V,derif,derif,pre,d?1X,nouveau,,X,nouveau,simple,nouveau,des2as,derif,,,,,,,,,,,,,,,,,,,,,de.,,k??p?z;k??p?z;k??p?z;k??p?z;k??p?z;k??p?z;k??p?z;k??p?z;k??p?ze;k??p?z?;k??p?za;k??p?ze,k??poz;k??poz;k??poz;k??poz;k??poz;k??poz;k??poz;k??poz;k??poze;k??poz?;k??poza;k??poze,"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8571428571428571, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7142857142857143, 0.8571428571428571, 0.7142857142857143, 0.7142857142857143, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571, 0.7142857142857143, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.7692307692307693, 0.8571428571428571, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571]",X?Ye,XoY,k??p?ze,k??poz,  k;  ?;  ?;  p;- ?;+ o;  z;- e,? neutraliser,X,X,k??poz,k??poz,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,d?1X,X,de.,,des2as
r208381,f115244,l158390,compr?hensif,mordan,l158392,compr?hensivit?,mordan,Adj,nouveau,Nf,nouveau,mordan,,X,mordan,suf,Xit?,mordan,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.ite,k??p?e??sif;k??p?e??sif;k??p?e??siv;k??p?e??siv,k??p?e’siv,"[0.7619047619047619, 0.7619047619047619, 0.8571428571428571, 0.8571428571428571]",X??Y,X’Y,k??p?e??siv,k??p?e’siv,  k;  ?;  ?;  p;  ?;  e;+ ’;- ?;- ?;  s;  i;  v,? neutraliser,X,X,k??p?e??siv,k??p?e??siv,Adj:,Nf:,X,Xrice,,.ite,as2des
r208376,f155920,l158355,compressibilit?,mordan,l158356,compressible,mordan,Nf,nouveau,Adj,nouveau,mordan,suf,Xit?,mordan,,X,mordan,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.ite,,k??p??sibil;k??p??sibil,k??p??sibl;k??p??sibl,"[0.9523809523809523, 0.9523809523809523, 0.9523809523809523, 0.9523809523809523]",XiY,XY,k??p??sibil,k??p??sibl,  k;  ?;  ?;  p;  ?;  ?;  s;  i;  b;- i;  l,l?gitime,XiY,XY,k??p??sibil,k??p??sibl,Nf:,Adj:,Xit?,X,.ite,,des2as
r19169,f115375,l158614,concentrer,tlfnome,l158605,concentrateur,tlfnome,V,tlfnome,Nm,tlfnome,morphonette,,X,nouveau,suf,Xeur,nouveau,simple,demonette1,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.??,k??s’t?;k??s’t?;k??s’t?;k??s’t?;k??s’t?;k??s’t?;k??s’t?;k??s’t?;k??s’t?e;k??s’t??;k??s’t?a;k??s’t?e,k??s’t?at;k??s’t?at,"[0.875, 0.875, 0.875, 0.875, 0.875, 0.875, 0.875, 0.875, 0.8235294117647058, 0.8235294117647058, 0.9411764705882353, 0.8235294117647058, 0.875, 0.875, 0.875, 0.875, 0.875, 0.875, 0.875, 0.875, 0.8235294117647058, 0.8235294117647058, 0.9411764705882353, 0.8235294117647058]",X,Xt,k??s’t?a,k??s’t?at,  k;  ?;  ?;  s;  ’;  t;  ?;  a;+ t,? neutraliser,X,Xat,k??s??t?,k??s??t?at,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,X,Xeur,,.??,as2des
r19171,f115375,l158614,concentrer,tlfnome,l158605,concentrateur,tlfnome,V,tlfnome,Nm,tlfnome,derif,,X,nouveau,suf,Xeur,nouveau,simple,demonette1,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.??,k??s’t?;k??s’t?;k??s’t?;k??s’t?;k??s’t?;k??s’t?;k??s’t?;k??s’t?;k??s’t?e;k??s’t??;k??s’t?a;k??s’t?e,k??s’t?at;k??s’t?at,"[0.875, 0.875, 0.875, 0.875, 0.875, 0.875, 0.875, 0.875, 0.8235294117647058, 0.8235294117647058, 0.9411764705882353, 0.8235294117647058, 0.875, 0.875, 0.875, 0.875, 0.875, 0.875, 0.875, 0.875, 0.8235294117647058, 0.8235294117647058, 0.9411764705882353, 0.8235294117647058]",X,Xt,k??s’t?a,k??s’t?at,  k;  ?;  ?;  s;  ’;  t;  ?;  a;+ t,? neutraliser,X,Xat,k??s??t?,k??s??t?at,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,X,Xeur,,.??,as2des
r84502,f115394,l158681,concevable,denom,l158682,concevoir,denom,Adj,denom,V,denom,denom,suf,Xable,denom,,X,denom,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.abl,,k??sv;k??sv,k??s?v;k??swav;k??swa;k??s?v;k??swa;k??s?v;k??swav;k??s?v;k??s?vwa;k??s?v;k??sy;k??sy,"[0.9090909090909091, 0.9090909090909091, 0.8333333333333334, 0.8333333333333334, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.9090909090909091, 0.8333333333333334, 0.8333333333333334, 0.9090909090909091, 0.9090909090909091, 0.7692307692307693, 0.7692307692307693, 0.9090909090909091, 0.9090909090909091, 0.8, 0.8, 0.8, 0.8]",XY,X?Y,k??sv,k??s?v,  k;  ?;  ?;  s;+ ?;  v,? neutraliser,X,X,k??sv,k??sv,Adj:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,X,Xable,,.abl,des2as
r103180,f115394,l158681,concevable,derif,l158682,concevoir,derif,Adj,derif,V,derif,derif,suf,Xable,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.abl,,k??sv;k??sv,k??s?v;k??swav;k??swa;k??s?v;k??swa;k??s?v;k??swav;k??s?v;k??s?vwa;k??s?v;k??sy;k??sy,"[0.9090909090909091, 0.9090909090909091, 0.8333333333333334, 0.8333333333333334, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.9090909090909091, 0.8333333333333334, 0.8333333333333334, 0.9090909090909091, 0.9090909090909091, 0.7692307692307693, 0.7692307692307693, 0.9090909090909091, 0.9090909090909091, 0.8, 0.8, 0.8, 0.8]",XY,X?Y,k??sv,k??s?v,  k;  ?;  ?;  s;+ ?;  v,? neutraliser,X,X,k??sv,k??sv,Adj:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,X,Xable,,.abl,des2as
r113976,f115394,l158681,concevable,derif,l158682,concevoir,derif,Adj,derif,V,derif,derif,suf,Xable,nouveau,,X,nouveau,simple,nouveau,des2as,derif,,,,,,,,,,,,,,,,,,,,,.abl,,k??sv;k??sv,k??s?v;k??swav;k??swa;k??s?v;k??swa;k??s?v;k??swav;k??s?v;k??s?vwa;k??s?v;k??sy;k??sy,"[0.9090909090909091, 0.9090909090909091, 0.8333333333333334, 0.8333333333333334, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.9090909090909091, 0.7272727272727273, 0.7272727272727273, 0.9090909090909091, 0.9090909090909091, 0.8333333333333334, 0.8333333333333334, 0.9090909090909091, 0.9090909090909091, 0.7692307692307693, 0.7692307692307693, 0.9090909090909091, 0.9090909090909091, 0.8, 0.8, 0.8, 0.8]",XY,X?Y,k??sv,k??s?v,  k;  ?;  ?;  s;+ ?;  v,? neutraliser,X,X,k??sv,k??sv,Adj:,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,X,Xable,,.abl,des2as
r221607,f115394,l158682,concevoir,tlfnome,l158627,concepteur,tlfnome,V,tlfnome,Nm,tlfnome,derif,conv,X,nouveau,suf,Xeur,nouveau,motiv-sem,demonette1,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.??,k??s?v;k??swav;k??swa;k??s?v;k??swa;k??s?v;k??swav;k??s?v;k??s?vwa;k??s?v;k??sy;k??sy,k??s?pt;k??s?pt,"[0.6153846153846154, 0.5714285714285714, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.5714285714285714, 0.6153846153846154, 0.5333333333333333, 0.6153846153846154, 0.6666666666666666, 0.6666666666666666, 0.6153846153846154, 0.5714285714285714, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.6153846153846154, 0.5714285714285714, 0.6153846153846154, 0.5333333333333333, 0.6153846153846154, 0.6666666666666666, 0.6666666666666666]",Xy,X?pt,k??sy,k??s?pt,  k;  ?;  ?;  s;- y;+ ?;+ p;+ t,l?gitime,Xy,X?pt,k??sy,k??s?pt,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,X,Xeur,,.??,as2des
r187604,f115406,l158672,concessionnaire,dimoc,l158669,concession,dimoc,Nm,nouveau,Nf,dimoc,dimoc,suf,Xaire,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.??,,k??s?sj?n|k??sesj?n;k??s?sj?n|k??sesj?n,k??sesj??|k??s?sj??;k??sesj??|k??s?sj??,"[0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778]",Xn,X?,k??sesj?n,k??sesj??,  k;  ?;  ?;  s;  e;  s;  j;  ?;- n;+ ?,l?gitime,Xn,X?,k??sesj?n,k??sesj??,Nm:,Nf:,Xaire,X,.??,,des2as
r187605,f115406,l158669,concession,dimoc,l158672,concessionnaire,dimoc,Nf,dimoc,Nm,nouveau,dimoc,,X,nouveau,suf,Xaire,nouveau,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.??,k??sesj??|k??s?sj??;k??sesj??|k??s?sj??,k??s?sj?n|k??sesj?n;k??s?sj?n|k??sesj?n,"[0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778]",X?,Xn,k??s?sj??,k??s?sj?n,  k;  ?;  ?;  s;  ?;  s;  j;  ?;- ?;+ n,l?gitime,X?,Xn,k??s?sj??,k??s?sj?n,Nf:,Nm:,X,Xaire,,.??,as2des
r19307,f115574,l158947,condenser,tlfnome,l158944,condensateur,tlfnome,V,tlfnome,Nm,tlfnome,derif,,X,nouveau,suf,Xeur,nouveau,simple,demonette1,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.??,k??d’s;k??d’s;k??d’s;k??d’s;k??d’s;k??d’s;k??d’s;k??d’s;k??d’se;k??d’s?;k??d’sa;k??d’se,k??d’sat;k??d’sat,"[0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8, 0.8, 0.9333333333333333, 0.8, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8, 0.8, 0.9333333333333333, 0.8]",X,Xt,k??d’sa,k??d’sat,  k;  ?;  ?;  d;  ’;  s;  a;+ t,? neutraliser,X,Xat,k??d??sa,k??d??sat,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,X,Xeur,,.??,as2des
r103186,f115574,l158941,condensabilit?,derif,l158942,condensable,derif,Nf,derif,Adj,derif,derif,suf,Xit?,nouveau,,X,nouveau,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.ite,,k??d’sabil,k??d’sabl,[0.9473684210526315],XiY,XY,k??d’sabil,k??d’sabl,  k;  ?;  ?;  d;  ’;  s;  a;  b;- i;  l,l?gitime,XiY,XY,k??d??sabil,k??d??sabl,Nf:,Adj:,Xit?,X,.ite,,des2as
r208396,f115574,l158941,condensabilit?,mordan,l158942,condensable,mordan,Nf,nouveau,Adj,nouveau,mordan,suf,Xit?,mordan,,X,mordan,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.ite,,k??d’sabil,k??d’sabl,[0.9473684210526315],XiY,XY,k??d’sabil,k??d’sabl,  k;  ?;  ?;  d;  ’;  s;  a;  b;- i;  l,l?gitime,XiY,XY,k??d??sabil,k??d??sabl,Nf:,Adj:,Xit?,X,.ite,,des2as
r19371,f115643,l159095,confabuler,tlfnome,l159091,confabulateur,tlfnome,V,tlfnome,Nm,tlfnome,morphonette,,X,nouveau,suf,Xeur,nouveau,simple,demonette1,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.??,k??fabyl;k??fabyl;k??fabyl;k??fabyl;k??fabyl;k??fabyl;k??fabyl;k??fabyl;k??fabyle;k??fabyl?;k??fabyla;k??fabyle,k??fabylat,"[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8421052631578947, 0.8421052631578947, 0.9473684210526315, 0.8421052631578947]",X,Xt,k??fabyla,k??fabylat,  k;  ?;  ?;  f;  a;  b;  y;  l;  a;+ t,? neutraliser,X,Xat,k??fabyl,k??fabylat,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,X,Xeur,,.??,as2des
r19373,f115643,l159095,confabuler,tlfnome,l159091,confabulateur,tlfnome,V,tlfnome,Nm,tlfnome,derif,,X,nouveau,suf,Xeur,nouveau,simple,demonette1,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.??,k??fabyl;k??fabyl;k??fabyl;k??fabyl;k??fabyl;k??fabyl;k??fabyl;k??fabyl;k??fabyle;k??fabyl?;k??fabyla;k??fabyle,k??fabylat,"[0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8888888888888888, 0.8421052631578947, 0.8421052631578947, 0.9473684210526315, 0.8421052631578947]",X,Xt,k??fabyla,k??fabylat,  k;  ?;  ?;  f;  a;  b;  y;  l;  a;+ t,? neutraliser,X,Xat,k??fabyl,k??fabylat,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,X,Xeur,,.??,as2des
r19423,f115765,l159338,conf?d?rer,tlfnome,l159334,conf?d?rateur,tlfnome,V,tlfnome,Nm,tlfnome,morphonette,,X,nouveau,suf,Xeur,nouveau,simple,demonette1,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.??,k??fede?;k??fed??;k??fed??;k??fede?;k??fed??;k??fede?;k??fed??;k??fede?;k??fede?e;k??fed???;k??fede?a;k??fede?e,k??fede?at,"[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.8421052631578947, 0.7368421052631579, 0.9473684210526315, 0.8421052631578947]",X,Xt,k??fede?a,k??fede?at,  k;  ?;  ?;  f;  e;  d;  e;  ?;  a;+ t,? neutraliser,X,Xat,k??fede?,k??fede?at,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,X,Xeur,,.??,as2des
r19425,f115765,l159338,conf?d?rer,tlfnome,l159334,conf?d?rateur,tlfnome,V,tlfnome,Nm,tlfnome,derif,,X,nouveau,suf,Xeur,nouveau,simple,demonette1,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.??,k??fede?;k??fed??;k??fed??;k??fede?;k??fed??;k??fede?;k??fed??;k??fede?;k??fede?e;k??fed???;k??fede?a;k??fede?e,k??fede?at,"[0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.7777777777777778, 0.8888888888888888, 0.8421052631578947, 0.7368421052631579, 0.9473684210526315, 0.8421052631578947]",X,Xt,k??fede?a,k??fede?at,  k;  ?;  ?;  f;  e;  d;  e;  ?;  a;+ t,? neutraliser,X,Xat,k??fede?,k??fede?at,Vmii---:;Vmip3p-:;Vmip-s-:;Vmpp---:;Vmmp-s-:;Vmmp-p-:;Vmsp-s-:;Vmsp-p-:;Vmn----:;Vmif---:;Vmis---:;Vmps---:,Nm:,X,Xeur,,.??,as2des
r86061,f115684,l159156,configuration,denom,l159157,configurationnel,denom,Nf,denom,Adj,denom,denom,,X,denom,suf,Xel,denom,simple,nouveau,as2des,nouveau,,,,,,,,,,,,,,,,,,,,,,.?l,k??figy?asj??;k??figy?asj??,k??figy?asj?n;k??figy?asj?n;k??figy?asj?n;k??figy?asj?n,"[0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231]",X?,Xn,k??figy?asj??,k??figy?asj?n,  k;  ?;  ?;  f;  i;  g;  y;  ?;  a;  s;  j;  ?;- ?;+ n,l?gitime,X?,Xn,k??figy?asj??,k??figy?asj?n,Nf:,Adj:,X,Xel,,.?l,as2des
r86060,f115684,l159157,configurationnel,denom,l159156,configuration,denom,Adj,denom,Nf,denom,denom,suf,Xel,denom,,X,denom,simple,nouveau,des2as,nouveau,,,,,,,,,,,,,,,,,,,,,.?l,,k??figy?asj?n;k??figy?asj?n;k??figy?asj?n;k??figy?asj?n,k??figy?asj??;k??figy?asj??,"[0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231]",Xn,X?,k??figy?asj?n,k??figy?asj??,  k;  ?;  ?;  f;  i;  g;  y;  ?;  a;  s;  j;  ?;- n;+ ?,l?gitime,Xn,X?,k??figy?asj?n,k??figy?asj??,Adj:,Nf:,Xel,X,.?l,,des2as
